sample_id,strategy,result_age_rating,status,answer__q_1189ea881316,answer__q_1b293e4babdc,answer__q_24f3b3344402,answer__q_46e0aaa8e62a,answer__q_5cc1024ee5fb,answer__q_aa6a8b99b99a,answer__q_d6986c0f5284,answer__q_f56acd04bdd6,visible_question_count,skipped_question_count,content_descriptor_count,interactive_element_count,answer__q_0cbfa914eb04,answer__q_1648e15447c2,answer__q_19bccb6df9df,answer__q_311fb1823e38,answer__q_3441afd60687,answer__q_3f4040ef5ac3,answer__q_4298248e0d7e,answer__q_48e460900d50,answer__q_4ae86f2db81e,answer__q_4f55609f06a2,answer__q_4f8b66a453da,answer__q_5427a95baf9a,answer__q_571d6ca06be6,answer__q_5878d1fe838a,answer__q_5bf1e7de7f5a,answer__q_5d84cbf44792,answer__q_5ebbe602e5b2,answer__q_606e325700bf,answer__q_60c024179acd,answer__q_60e2a7e48c08,answer__q_6bdc905e3f72,answer__q_70a34d241d26,answer__q_7711385eb421,answer__q_7dbd7f3e394c,answer__q_7e327631a16c,answer__q_86690295e0c8,answer__q_8c3a01a0db0a,answer__q_8df7505e13e7,answer__q_9146217d2e6e,answer__q_946159baef71,answer__q_99cec7a673ee,answer__q_9f0067fa0227,answer__q_b2b2aeef52b9,answer__q_b5a29f481971,answer__q_b9b891f452f8,answer__q_bae124b0ebd8,answer__q_bca3ec5dda43,answer__q_bd07da3d536f,answer__q_bd5378991a14,answer__q_c3e4fa94aaf4,answer__q_cc70c8c906bc,answer__q_cdc64b3b4d46,answer__q_d2efcdb297ec,answer__q_d46377cd7525,answer__q_d6a91ad297c0,answer__q_d7e62c042b49,answer__q_e48c566abebb,answer__q_e8892e310c69,answer__q_eda59c8a1481,answer__q_f48caccfa701,answer__q_fdb2f701d9d4,answer__q_ff72a434448c,answer__q_077c2b7ce4bb,answer__q_0d48c815fd70,answer__q_0fdfd05fcf6c,answer__q_156f495d441a,answer__q_1f7530ab41d5,answer__q_2a32e81256f9,answer__q_2ef22d101f0f,answer__q_375f4ae8bd42,answer__q_3e81d7ae3d48,answer__q_47e01086a856,answer__q_498cc903ba4e,answer__q_4bacc7e2ec48,answer__q_4e285fcb8276,answer__q_507a4755324a,answer__q_5af3b0b0f6a2,answer__q_5b8de61634dc,answer__q_5bb78bce43a4,answer__q_5eeb91f6cf06,answer__q_5f81c1b2ff38,answer__q_642810d6452b,answer__q_7e3c719bbc27,answer__q_81f68ae1d6ed,answer__q_8259a2e8d3cc,answer__q_871b0cf50d10,answer__q_89d9afb2922c,answer__q_8d336dde8f27,answer__q_8f58d3d79839,answer__q_94281255eeea,answer__q_a015a42d9d10,answer__q_a1d50685cfd6,answer__q_a56e8406d75c,answer__q_ade703578a13,answer__q_b7e65fe49e89,answer__q_cadf78f7f22c,answer__q_d1e73f127dff,answer__q_d3bf243f60df,answer__q_d560309b2cbc,answer__q_e3fc3acc2c69,answer__q_e46f7dbcf100,answer__q_eb8144f44fff,answer__q_edeb592e74ee,answer__q_f5cfa9d035e8,answer__q_f5e28775c7d4,answer__q_fba7766efb10,answer__q_fc2c78fd7069,answer__q_0efb748cf130,answer__q_11782ad02d56,answer__q_25f720b8fa1b,answer__q_297e91b3d442,answer__q_2bbfd1bf47f4,answer__q_3d60db1bc20c,answer__q_506c9723d214,answer__q_5490bceea51a,answer__q_a25499512447,answer__q_a6253f0e3e6b,answer__q_ba1ff35ebd9a,answer__q_c1f9ab14fc34,answer__q_c9a6ea9fad32,answer__q_d03579032af9,answer__q_d6dca7ba9e52,answer__q_6c31394cbc39,answer__q_93e10cb84a82,answer__q_a4d0a299c5a1,answer__q_fa879063695d,answer__q_fc1f50d87bd0,answer__q_12d7b1d2969c,answer__q_1790c1a1258b,answer__q_2a611dd5cdf3,answer__q_3116aa449503,answer__q_37593604faab,answer__q_4b87e38cf355,answer__q_55327882e80f,answer__q_74094f46a402,answer__q_7727cbeee44b,answer__q_a8715c5ee8bf,answer__q_a99b97727a68,answer__q_b23d1d969526,answer__q_db0108c0bc2e,answer__q_262cab9814d0,answer__q_587428cb4ee9,answer__q_6c9ee501b527,answer__q_9e7cbd57e183,answer__q_cd2a6148faca,answer__q_d220e4d74328,answer__q_de1a1aa77b7a,answer__q_01077a096e99,answer__q_07cc5d8fc5f2,answer__q_0cf988b907b0,answer__q_0dfafc700c5b,answer__q_0ef5681156d9,answer__q_1082af7ebf44,answer__q_1d7e06ec70fe,answer__q_21182b6c775e,answer__q_297605efc821,answer__q_3a9c14555242,answer__q_3d555173e6d5,answer__q_44666a01c9f5,answer__q_47263db9beef,answer__q_47cfbfaa2128,answer__q_4bf3e917545e,answer__q_4ee5d1a1aaf6,answer__q_563320a2a045,answer__q_56658aa840a5,answer__q_588070d49e7f,answer__q_5fa8a4813a6d,answer__q_6c0ba9cd3485,answer__q_8a347e7fc54c,answer__q_98ef583f40fa,answer__q_9c25a1c38e03,answer__q_cc099119b05b,answer__q_d1e129084632,answer__q_d1e3d66e3548,answer__q_d476849a2a36,answer__q_d5ff540a9999,answer__q_da8b2508f70d,answer__q_e0669851c326,answer__q_e5948a02abe2,answer__q_ef7e523ad5c3,answer__q_f773d3f19b25,answer__q_ffd81a32312e,answer__q_09670428687d,answer__q_4bc85050df07,answer__q_e1a4860ee224,answer__q_0ce68b31ce40,answer__q_4f004817384e,answer__q_cf2004280481,answer__q_e3591aef7dfb,answer__q_4f082bfa2fb0,answer__q_6d8c1eced276,answer__q_edc9f25eba08,answer__q_f1b39181e7b2,answer__q_fc3b6001bc0f,answer__q_323a8eac0485,answer__q_3379a9b4dd9a,answer__q_50096b4eb0f4,answer__q_6d716b4485ae,answer__q_7e080cc1316c,answer__q_b5bf5786fea1,answer__q_c177a0bc080e,answer__q_0fce90ec5ed0,answer__q_186ccba62849,answer__q_1b980eeb69d9,answer__q_c00eeeb994c1,answer__q_91b1d54ca250,answer__q_0beb279c6f25,answer__q_b1e887fd0d21,answer__q_266dcf1bec56,answer__q_2a4c4852adcf,answer__q_2a9b393c19d0,answer__q_3cb59da3a559,answer__q_505983803242,answer__q_5cbb769d1fc8,answer__q_81c83bee2a9d,answer__q_869c55bff5bc,answer__q_8c9d548dd82c,answer__q_9080d63c86cf,answer__q_9929df26eb60,answer__q_d70c5ffff476,answer__q_f178f51194bf,answer__q_f74a19ddc14e,answer__q_fa001198f6cc,answer__q_088ceefc9972,answer__q_21604d895455,answer__q_2499ac316d93,answer__q_69b2c415552c,answer__q_c65d3403d8b8,answer__q_fb45c3c7aa4e,answer__q_27b9b3f80a76,answer__q_762bb8baf2d4
sample_0084,cdp_random_path,18+,success,,All Other App Types,,,,,,,42,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,,,Yes,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,,,Yes,Yes,,,,,Yes,,,No,,No,Yes,No,Yes,No,No,,,,,,,,,Rarely,Yes,Often,No,"Discriminatory language (against race, religion, sex, etc...)|Minor profanities (e.g., ""go to hell"")|Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more",,"Act of human defecation visually depicted|Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small and infrequent,,,,Yes,Yes,,,,Encourages/Glamorizes|Reference,Often,,No,Yes,,Moderate Detail,No,,,None,Often depicted from a close-up perspective|Often depicted from a distant perspective|Rarely depicted from a close-up perspective|Referred to,Unrealistic,,No,,Alcohol,,,"Blood that isn't directly related to a violent act (e.g., blood on clothing, blood in the background, blood resulting from performing surgery)|Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more",,No,Realistic,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,,,,,,,,,,,,,,,,,,,,,,,,
sample_0085,cdp_random_path,12+,success,No,Social or Communication,No,Yes,Yes,No,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",No,9,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0086,cdp_random_path,18+,success,,All Other App Types,,,,,,,31,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,,Yes,,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,,Yes,Yes,Yes,No,,,No,,,,,No,,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0087,cdp_random_path,18+,success,No,Social or Communication,Yes,No,Yes,Yes,"Social - used to communicate, post, and share content with large groups of people or for meeting new people. Facebook, Twitter, Instagram, Tinder are examples of these types of products.",Yes,12,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0088,cdp_random_path,18+,success,,All Other App Types,,,,,,,19,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,,,No,,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics",,,Yes,No,No,Yes,No,,Yes,,,,,,,,No,Yes,Yes,No,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0089,cdp_random_path,18+,success,,Game,,,,,,,47,0,3,0,No,,,,Yes,No,No,Yes,Yes,,,Yes,,,No,,Yes,,Yes,,,,No,Rarely depicted from a close-up perspective|Referred to,Yes,,High,Unrealistic,"Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting|Mucus, belching, flatulence sounds|Urination, urine, realistically depicted feces",,,Yes,"Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more",Illegal or Recreational Drugs Learn more|Medical Drugs Learn more,,Yes,No,,No,Realistic,,Yes,,,,,No,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics|Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shown with Full Frontal Nudity,,Depictions of or References to Sexual Violence|Sexual Activity - Includes both moving and still images of sexual activity,Prolonged,,Referred to only,,No,"Gambling themes Learn more|Playable bingo games|Playable casino games, lotteries, or racetrack betting Learn more",Graphic Detail,Rarely,,No,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,No,Encourages/Glamorizes|Use,Yes,Reference|Use,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0090,cdp_random_path,18+,success,,All Other App Types,,,,,,,37,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,,Yes,,No,,Scary elements Learn more,Yes,,No,No,,,,,No,Yes,Often,No,Yes,No,,Yes,No,No,No,Yes,Yes,,,,Yes,,No,,No,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,,No,,No,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0091,cdp_random_path,12+,success,No,Social or Communication,No,No,Yes,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",No,9,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0092,cdp_random_path,18+,success,,All Other App Types,,,,,,,46,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,No,,No,No,,Scary elements Learn more,,No,Yes,Yes,Yes,,,Yes,No,,Often,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,,Yes,,,Yes,Often,Yes,Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overtly sexual situations or visually depicted innuendo Learn more,,,,,,,,Depictions of or References to Sexual Violence|Nudity or Revealing Outfits|Sexual Activity - Includes both moving and still images of sexual activity|Suggestive/Sexual Themes or References,,,,,,,,,,,,,Visually depicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Revealing Outfits,Shown with Full Frontal Nudity,,Rarely,,Rarely,,,Yes,,Yes,Prolonged,,,,,,,,,
sample_0093,cdp_random_path,12+,success,Yes,Social or Communication,Yes,Yes,Yes,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",No,9,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0094,cdp_random_path,18+,success,,Game,,,,,,,25,0,1,1,No,,,,,No,No,,Yes,,,,Often,,No,,Yes,,No,,,,Yes,,No,,,,"Act of human defecation visually depicted|Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting|Mucus, belching, flatulence sounds",Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more,,No,,,,,No,,Yes,,,,,,,,,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics|Purchases of digital goods Learn more",,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Playable bingo games,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0095,cdp_random_path,12+,success,No,Social or Communication,Yes,No,Yes,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",No,9,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0096,cdp_random_path,18+,success,,Game,,,,,,,55,0,2,3,No,Large or frequent,"Yes, it has a pixelated style",,No,No,Yes,Yes,Yes,No,Often,Yes,Often,"Yes, without penalties",Yes,,Yes,Realistic,Yes,Mild/Limited,Horrifying elements Learn more,Unrealistic,Yes,Referred to,Yes,Encourages/Glamorizes|Reference|Use,Moderate,Realistic,Act of human defecation visually depicted,Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more,Encourages/Glamorizes|Reference|Use,Yes,"Blood that isn't directly related to a violent act (e.g., blood on clothing, blood in the background, blood resulting from performing surgery)|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more|Violence or implied violence against humans Learn more",Alcohol|Illegal or Recreational Drugs Learn more|Medical Drugs Learn more|Tobacco,No,,Yes,Rarely,Yes,Realistic,,Yes,Yes,Often depicted from a close-up perspective|Often depicted from a distant perspective,Rare,,,Purchases of digital goods Learn more,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encourages/Glamorizes|Reference,,Detailed Instruction for Use|Reference,Rarely,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0097,cdp_random_path,18+,success,No,Social or Communication,Yes,Yes,No,Yes,"Social - used to communicate, post, and share content with large groups of people or for meeting new people. Facebook, Twitter, Instagram, Tinder are examples of these types of products.",No,11,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0098,cdp_random_path,18+,success,,All Other App Types,,,,,,,42,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,,,No,Yes,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics",Horrifying elements Learn more,,Yes,No,No,No,Yes,Rare,No,No,,,No,,Yes,,No,Yes,Yes,No,,,Yes,No,No,,,,Rarely,Yes,Rarely,Yes,"Discriminatory language (against race, religion, sex, etc...)|Minor profanities (e.g., ""go to hell"")|Moderate swearing or other language or gestures that could be considered moderately or significantly offensive Learn more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detailed Instruction for Use|Encourages/Glamorizes|Reference,Gambling themes Learn more,,,,,,,,Often,,Encourages/Glamorizes|Reference,Rarely,,,,,,,,,,,,Yes,,,Alcohol|Fantasy Drugs Learn more|Illegal or Recreational Drugs Learn more|Medical Drugs Learn more,Reference|Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Often,,,Rarely,,,Reference|Use,,,,,,,,,,,,,,,,,,
sample_0099,cdp_random_path,12+,success,Yes,Social or Communication,No,No,No,No,"Social - used to communicate, post, and share content with large groups of people or for meeting new people. Facebook, Twitter, Instagram, Tinder are examples of these types of products.",No,11,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0100,cdp_random_path,18+,success,,All Other App Types,,,,,,,20,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,Yes,No,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,Yes,No,No,No,No,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0101,cdp_random_path,18+,success,,Game,,,,,,,41,0,4,1,No,,,Reference,,No,No,,Yes,,,,,,Yes,,Yes,,No,,Horrifying elements Learn more,,No,,No,,,,"Act of human defecation visually depicted|Flatulence (with depiction of ""flatulence cloud""), whimsical depictions of feces (""poo coils""), vomiting",,Encourages/Glamorizes|Reference,Yes,,Fantasy Drugs Learn more|Illegal or Recreational Drugs Learn more|Medical Drugs Learn more|Tobacco,,Yes,Yes,Often,No,,No,,,,Often,Often,No,"Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)",,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shown with Full Frontal Nudity|Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown,,"Dating Games - Interactive dating, marriage, or other romantic relationships between game characters|Depictions of or References to Sexual Violence|Sexual Activity - Includes both moving and still images of sexual activity",Brief,,Visually depicted,,No,Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Gambling themes Learn more|Playable bingo games,,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,Encourages/Glamorizes,,Detailed Instruction for Use|Encourages/Glamorizes,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0102,cdp_random_path,12+,success,No,Social or Communication,Yes,No,No,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",Yes,8,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0103,cdp_random_path,18+,success,,All Other App Types,,,,,,,36,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,,,No,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics",Horrifying elements Learn more|Scary elements Learn more,,,Yes,Yes,,No,Rare,,Yes,,Often,Yes,,Yes,Yes,No,Yes,Yes,Yes,,,,,,,No,,,No,,Yes,,,"Mucus, belching, flatulence sounds|Urination, urine, realistically depicted feces",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playable bingo games,,,,,,,"Overtly sexual situations or visually depicted innuendo Learn more|References to sexual activity with descriptive detail Learn more|Suggestive references and innuendo in text, dialogue, or heard Learn more",,,,,,,,Depictions of or References to Sexual Violence|Sexual Activity - Includes both moving and still images of sexual activity|Suggestive/Sexual Themes or References,,,,,,,,,,,,,Referred to only,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,,,,,Obscured/Innuendo - Sex act is either entirely off-camera or completely blocked from view|Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown,,Often,,,,,,,No,Prolonged,,,,,,,,,
sample_0104,cdp_random_path,12+,success,Yes,Social or Communication,Yes,Yes,Yes,Yes,"Communication - used to communicate with people already known to the user in one-on-one or small group conversations. Skype, SMS, and Gmail are examples of these types of products.",Yes,9,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_0106,cdp_random_path,18+,success,,Game,,,,,,,63,0,6,1,No,,"Yes, it has a pixelated style",Use,Yes,No,No,Yes,Yes,Yes,,Yes,,"Yes, without penalties",No,,No,Realistic,Yes,None,,Unrealistic,No,Often depicted from a close-up perspective|Often depicted from a distant perspective|Rarely depicted from a close-up perspective|Referred to,Yes,,High,Realistic,,"Discriminatory language (against race, religion, sex, etc...)|Sexual expletives Learn more",Reference,Yes,"Disturbing or gory images without a violent act shown.|Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles) Learn more|Violence or implied violence against humans Learn more",Fantasy Drugs Learn more|Illegal or Recreational Drugs Learn more|Medical Drugs Learn more|Tobacco,,No,No,Often,Yes,Fantastical,,No,No,Implied but not seen|Often depicted from a close-up perspective|Often depicted from a distant perspective|Rarely depicted from a close-up perspective|Rarely depicted from a distant perspective|Referred to,,Often,Yes,"Cash Convertible Rewards - Cash rewards, real-world items of significant monetary value, convertible cryptocurrency rewards or other play-to-earn mechanics|Issuance (e.g., minting) of transferable digital assets (e.g., NFTs)|Purchases of digital goods Learn more",Rarely,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shown with Full Frontal Nudity|Shown with No Nudity - Characters are depicted in a sexual act but no nudity is shown|Shown with Partial Nudity - Breasts, Buttocks",,"Dating Games - Interactive dating, marriage, or other romantic relationships between game characters|Sexual Activity - Includes both moving and still images of sexual activity|Suggestive/Sexual Themes or References",Brief,"References to sexual activity with descriptive detail Learn more|Sexual situations involving those who appear to be under 18 Learn more|Suggestive references and innuendo in text, dialogue, or heard Learn more",,,,"Any other games that use in-game currency/tokens to play and can reward the same currency through gameplay.|Gambling themes Learn more|Playable casino games, lotteries, or racetrack betting Learn more",Graphic Detail,Rarely,No,Yes,,,,,,,,,,,,,,,,,,,,,No,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rarely,Yes,,,No,Yes,Encourages/Glamorizes|Reference|Use,Yes,Detailed Instruction for Use|Encourages/Glamorizes|Use,Rarely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
